"","id","conversation_id","created_at","date","time","timezone","user_id","username","name","place","tweet","mentions","urls","photos","replies_count","retweets_count","likes_count","hashtags","cashtags","link","retweet","quote_url","video","near","geo","source","user_rt_id","user_rt","retweet_id","reply_to","retweet_date","translate","trans_src","trans_dest"
"11",1244308179682390016,1244308179682390016,1585501162000,"2020-03-29","23:59:22","SE Asia Standard Time",54512892,"levinaardia","לעווינא","","Serius nanya, pasien PDP yang meninggal duluan sebelum hasil keluar, dan ternyata hasilnya positif. Apakah masuk ke dalam data kematian akibat Covid-19?","[]","[]","[]",0,0,0,"[]","[]","https://twitter.com/levinaardia/status/1244308179682390016","False","",0,NA,NA,NA,NA,NA,NA,"[{'user_id': '54512892', 'username': 'levinaardia'}]",NA,NA,NA,NA
"12",1244308174963793920,1244308174963793920,1585501161000,"2020-03-29","23:59:21","SE Asia Standard Time",1396623188,"indianembjkt","India in Indonesia","","Situasi Luar Biasa membutuhkan respons yang luar biasa dan inovatif. Perkeretaapian India sedang mencoba membuat beberapa gerbong sebagai ruang isolasi untuk melawan COVID-19.

 Kesiapan penting untuk menang melawan Covid 19.

 https://economictimes.indiatimes.com/industry/transportation/railways/covid-19-outbreak-indian-railways-to-convert-train-coaches-into-isolation-wards/isolation/slideshow/74843375.cms …","[]","['https://economictimes.indiatimes.com/industry/transportation/railways/covid-19-outbreak-indian-railways-to-convert-train-coaches-into-isolation-wards/isolation/slideshow/74843375.cms']","[]",0,1,2,"[]","[]","https://twitter.com/IndianEmbJkt/status/1244308174963793921","False","",0,NA,NA,NA,NA,NA,NA,"[{'user_id': '1396623188', 'username': 'IndianEmbJkt'}]",NA,NA,NA,NA
"13",1244308148967469056,1244308148967469056,1585501155000,"2020-03-29","23:59:15","SE Asia Standard Time",767651991925370880,"syafiq_hairiey","chapik🌾","","semoga semua bangsa penjajah anjing ni kene covid 19 .. semua tidak terkecuali  https://twitter.com/ainisianid/status/1244245605293015040 …","[]","['https://twitter.com/ainisianid/status/1244245605293015040']","[]",0,0,1,"[]","[]","https://twitter.com/syafiq_hairiey/status/1244308148967469056","False","https://twitter.com/ainisianid/status/1244245605293015040",0,NA,NA,NA,NA,NA,NA,"[{'user_id': '767651991925370885', 'username': 'syafiq_hairiey'}]",NA,NA,NA,NA
"14",1244308145100296192,1244308145100296192,1585501154000,"2020-03-29","23:59:14","SE Asia Standard Time",2578336777,"merawatingatann","🌸","","sepekan berlalu, lekas sembuh Indonesiaku! 🤗 #COVID19  pic.twitter.com/FNx7xdbhxF","[]","[]","['https://pbs.twimg.com/media/EUSrpv3UcAE2OMX.jpg']",0,0,0,"['#covid19']","[]","https://twitter.com/merawatingatann/status/1244308145100296197","False","",0,NA,NA,NA,NA,NA,NA,"[{'user_id': '2578336777', 'username': 'merawatingatann'}]",NA,NA,NA,NA
"15",1244308113093771264,1244308113093771264,1585501146000,"2020-03-29","23:59:06","SE Asia Standard Time",1166897021510225920,"devshnta_","Devi","","Kalian gak kasihan sama tenaga medis yang kewalahan berjuang mati-matian untuk nyelametin nyawa yg udh +Covid9? Please jangan bikin JUBIR MENKES kasih berita kenaikan orang yang positif corona lg, Sumpah itu nyesek banget 😭
@tirta_hudhi
#LockdownAtauMusnah #dirumahaja #Covid_19  pic.twitter.com/UZDT9waVlf","['tirta_hudhi']","[]","['https://pbs.twimg.com/media/EUSrl-wUUAABjj3.jpg', 'https://pbs.twimg.com/media/EUSrmxnUMAAjs4k.jpg', 'https://pbs.twimg.com/media/EUSrnimUcAAm4Jf.jpg', 'https://pbs.twimg.com/media/EUSrn7sUMAE7obY.jpg']",0,0,1,"['#lockdownataumusnah', '#dirumahaja', '#covid_19']","[]","https://twitter.com/Devshnta_/status/1244308113093771273","False","",0,NA,NA,NA,NA,NA,NA,"[{'user_id': '1166897021510225920', 'username': 'Devshnta_'}, {'user_id': '116632682', 'username': 'tirta_hudhi'}]",NA,NA,NA,NA
"16",1244308094202478592,1244308094202478592,1585501142000,"2020-03-29","23:59:02","SE Asia Standard Time",289821609,"lemandlr","Leman De La Rocca","","Wanita pernah ke Indonesia jadi korban terbaru Covid-19  http://dlvr.it/RSnJ0f  pic.twitter.com/W7uY9g5BE1","[]","['http://dlvr.it/RSnJ0f']","['https://pbs.twimg.com/media/EUSrnhtU8AI7SJj.jpg']",0,0,0,"[]","[]","https://twitter.com/LemanDLR/status/1244308094202478592","False","",0,NA,NA,NA,NA,NA,NA,"[{'user_id': '289821609', 'username': 'LemanDLR'}]",NA,NA,NA,NA
"17",1244308089848745984,1244278672460152832,1585501141000,"2020-03-29","23:59:01","SE Asia Standard Time",636249732,"asyrafomar13","💯","","Maknanya lama lagi laa penangan covid 19 ni ye 😩😭","[]","[]","[]",1,0,0,"[]","[]","https://twitter.com/AsyrafOmar13/status/1244308089848745986","False","",0,NA,NA,NA,NA,NA,NA,"[{'user_id': '636249732', 'username': 'AsyrafOmar13'}]",NA,NA,NA,NA
"18",1244308070961823744,1244303595727515648,1585501136000,"2020-03-29","23:58:56","SE Asia Standard Time",500400693,"taliguling","Jeon Rin","","Wes toh rek, manutno anjuran pemerintah.
Ojo keluyurah ga jelas, nek ga penting.
Stay at home.
Aku yo yakin nek kowe kenek covid19 yo bakal nyalahno pemerintah.
Pdhl kowe dewe seng angel dikandani 😪","[]","[]","[]",1,0,0,"[]","[]","https://twitter.com/taliguling/status/1244308070961823744","False","",0,NA,NA,NA,NA,NA,NA,"[{'user_id': '500400693', 'username': 'taliguling'}]",NA,NA,NA,NA
"19",1244308064540471296,1244308064540471296,1585501135000,"2020-03-29","23:58:55","SE Asia Standard Time",1209417630144057344,"awwzago9zpvhxll","ray jambrong","","Kalian ga akan berhasil bila pemerintah pusat masih takut lockdown,  
Hanya bisa berhasil apa bila keterbukaan korban covid19 di tutupi, sehingga hanya data fikstif ARS ' yg ""penting rakyat senang"" kalian kabarkan... Baru kalian semua berhasil membohongi rakyat  pic.twitter.com/yEerpOmUOH","[]","[]","['https://pbs.twimg.com/media/EUSrlBrU8AAGR1B.jpg']",0,0,0,"[]","[]","https://twitter.com/AWwzago9ZPvhXlL/status/1244308064540471297","False","",0,NA,NA,NA,NA,NA,NA,"[{'user_id': '1209417630144057344', 'username': 'AWwzago9ZPvhXlL'}]",NA,NA,NA,NA
"20",1244308048191029248,1244308048191029248,1585501131000,"2020-03-29","23:58:51","SE Asia Standard Time",1238359328542736384,"olaevera","Olafs","","#BesokSenin bukan menjadi hal yg horor lg di kehidupan gue semenjak Covid-19.","[]","[]","[]",0,0,0,"['#besoksenin']","[]","https://twitter.com/Olaevera/status/1244308048191029249","False","",0,NA,NA,NA,NA,NA,NA,"[{'user_id': '1238359328542736386', 'username': 'Olaevera'}]",NA,NA,NA,NA
"21",1244308039282253824,1244308039282253824,1585501129000,"2020-03-29","23:58:49","SE Asia Standard Time",236826985,"amiryuswardi","Amir Firdaus ⎊","","Sedikit demi sedikit Covid-19 mengajar kita , mana yang boleh pakai mana yang tak boleh pakai. 😊✌🏼","[]","[]","[]",1,0,0,"[]","[]","https://twitter.com/amiryuswardi/status/1244308039282253828","False","",0,NA,NA,NA,NA,NA,NA,"[{'user_id': '236826985', 'username': 'amiryuswardi'}]",NA,NA,NA,NA
"22",1244308009762713600,1244307058020585472,1585501122000,"2020-03-29","23:58:42","SE Asia Standard Time",230420911,"_asyrafjaafar","prince","","i hope he is doing well and i hi everything dari jauh jelah :( i nak share dgn dia kenapa covid-19 is called covid-19 tapi tak tahu bila ada kesempatan lagi :(","['zulqarnainnnnnn']","[]","[]",0,0,1,"[]","[]","https://twitter.com/_asyrafjaafar/status/1244308009762713600","False","",0,NA,NA,NA,NA,NA,NA,"[{'user_id': '230420911', 'username': '_asyrafjaafar'}, {'user_id': '1018723784860184576', 'username': 'zulqarnainnnnnn'}]",NA,NA,NA,NA
"23",1244307987264462848,1244307987264462848,1585501116000,"2020-03-29","23:58:36","SE Asia Standard Time",1168358021166010368,"kantahkabsula","Kantor Pertanahan Kabupaten Kepulauan Sula","","Hallo #SobATRBPN kali ini Kantor Pertanahan Kabupaten Kepulauan sula akan memberikan informasi mengenai prosedur Pelayanan Pertanahan  dalam mendukung upaya pencegahan wabah Corona Virus Desease 19 (Covid 19)

#ATRBPNKepSula
#ATRBPNKiniLebihBaik
#ATRBPNMAJUDANMODERN pic.twitter.com/GQ4MbMOKFe","[]","[]","['https://pbs.twimg.com/media/EUSrZwDVAAAFBU3.jpg']",1,0,1,"['#sobatrbpn', '#atrbpnkepsula', '#atrbpnkinilebihbaik', '#atrbpnmajudanmodern']","[]","https://twitter.com/KantahKabSula/status/1244307987264462849","False","",0,NA,NA,NA,NA,NA,NA,"[{'user_id': '1168358021166010368', 'username': 'KantahKabSula'}]",NA,NA,NA,NA
"24",1244307986111029248,1244243234798227456,1585501116000,"2020-03-29","23:58:36","SE Asia Standard Time",833298019,"okechaks","chakra wijaya","","Weyi aa semua itu dalam upaya pencegehan pandemi covid 19.","['andrydjaini']","[]","[]",1,0,0,"[]","[]","https://twitter.com/okechaks/status/1244307986111029250","False","",0,NA,NA,NA,NA,NA,NA,"[{'user_id': '833298019', 'username': 'okechaks'}, {'user_id': '305018337', 'username': 'andryDjaini'}]",NA,NA,NA,NA
"25",1244307974425677824,1244307974425677824,1585501113000,"2020-03-29","23:58:33","SE Asia Standard Time",520186010,"dhito_22","Dhito Ghoniyu Kusuma","","Hm...2 hari terakhir bingung jg sama kata2 ""until tomorrow"" di caption feed temen2 instagram, terlepas dari segala challenge tsb, ada yg berasumsi kalo ""until tomorrow"" seperti simulasi utk penyebaran pandemik. Se7
#dirumahaja #StayAtHomeAndStaySafe #StaySafe #Covid_19  pic.twitter.com/56v9L8h5Yn","[]","[]","['https://pbs.twimg.com/media/EUSrgKjUEAIItEy.jpg']",0,0,0,"['#dirumahaja', '#stayathomeandstaysafe', '#staysafe', '#covid_19']","[]","https://twitter.com/dhito_22/status/1244307974425677824","False","",0,NA,NA,NA,NA,NA,NA,"[{'user_id': '520186010', 'username': 'dhito_22'}]",NA,NA,NA,NA
"26",1244307970537607168,1244307970537607168,1585501112000,"2020-03-29","23:58:32","SE Asia Standard Time",107139898,"qzyiey","Azizah","","Rindunya dengan semua 3 orang anak buah lelaki plus seorang baby girl ❤️. #Covid_19  pic.twitter.com/7M1h8WiQ0m","[]","[]","['https://pbs.twimg.com/media/EUSrgEHUEAAceC5.jpg']",0,0,0,"['#covid_19']","[]","https://twitter.com/qzyiey/status/1244307970537607169","False","",0,NA,NA,NA,NA,NA,NA,"[{'user_id': '107139898', 'username': 'qzyiey'}]",NA,NA,NA,NA
"27",1244307956084039680,1244307956084039680,1585501109000,"2020-03-29","23:58:29","SE Asia Standard Time",3257725538,"archiskandar","Iskandar Zulkarnaen","","BIAR TEKOR
YG PENTING NYOHOR
😅😅😅
#covid_19 #karantinawilayah  https://www.instagram.com/p/B-Uzm8eH-BU/?igshid=v4hp82kx7aww …","[]","['https://www.instagram.com/p/B-Uzm8eH-BU/?igshid=v4hp82kx7aww']","[]",0,0,0,"['#covid_19', '#karantinawilayah']","[]","https://twitter.com/ArchIskandar/status/1244307956084039681","False","",0,NA,NA,NA,NA,NA,NA,"[{'user_id': '3257725538', 'username': 'ArchIskandar'}]",NA,NA,NA,NA
"28",1244307953449988096,1244307953449988096,1585501108000,"2020-03-29","23:58:28","SE Asia Standard Time",122308995,"dewaayufebryana","puja kerang ajaib 🐚✨","Double Six Beach","DEMI APAAAA PENGEN BGT MANTAIIII NYUNSEETTTT CHILLL ! SEMOGA COVID-19 UNTIL TOMORROW 😭  pic.twitter.com/nFX7ATB31a – at Double Six Beach","[]","[]","[]",0,0,0,"[]","[]","https://twitter.com/dewaayufebryana/status/1244307953449988097","False","",1,NA,NA,NA,NA,NA,NA,"[{'user_id': '122308995', 'username': 'dewaayufebryana'}]",NA,NA,NA,NA
"29",1244307941622071296,1244307941622071296,1585501106000,"2020-03-29","23:58:26","SE Asia Standard Time",869567440430157824,"duwoh3","penikmat djisamsoe","","""Catat, bagian Kasir PT. Pismatex Pekalongan:
'GAJI SAYA SEBAGAI BURUH BULAN INI SAYA SUMBANGKAN SEPENUHNYA UNTUK MEMBANTU MUSIBAH COVID19'
Tolong belikan masker, sanitizer, alat lainnya untuk kebutuhan rumah sakit.

Saya berharap ini akan diikuti temen karyawan, kemudian DPR,  pic.twitter.com/JKN76cqTOH","[]","[]","['https://pbs.twimg.com/media/EUSrel-UwAMRIRy.jpg']",1,0,0,"[]","[]","https://twitter.com/Duwoh3/status/1244307941622071296","False","",0,NA,NA,NA,NA,NA,NA,"[{'user_id': '869567440430157825', 'username': 'Duwoh3'}]",NA,NA,NA,NA
"30",1244307937415196672,1244112990477025280,1585501105000,"2020-03-29","23:58:25","SE Asia Standard Time",959351705497300992,"alfian14261987","Generasi Dungu","","Terus w harus membohongi diri sendiri, liat negara lain tentang wabah covid 19 pada mau nanggung rakyat lah ini, berguna buat pengembang ibu kota baru, bukan buat rakyat, gitu aja ogah bohong","['irwandiewan', 'radensetyaki2', 'yudha89603190', 'ayaniulva']","[]","[]",1,0,0,"[]","[]","https://twitter.com/Alfian14261987/status/1244307937415196672","False","",0,NA,NA,NA,NA,NA,NA,"[{'user_id': '959351705497300992', 'username': 'Alfian14261987'}, {'user_id': '2617548607', 'username': 'irwandiewan'}, {'user_id': '1230274691270492160', 'username': 'RadenSetyaki2'}, {'user_id': '1243229674668359680', 'username': 'Yudha89603190'}, {'user_id': '209828194', 'username': 'Ayaniulva'}]",NA,NA,NA,NA
"31",1244307930754584576,1244307930754584576,1585501103000,"2020-03-29","23:58:23","SE Asia Standard Time",1.237671892066e+18,"i_pe_go_sleep","ไอ้เป้ไปนอน","","Pen rasha ja tid hee babb nee mai dai na i sas #กษลจพรตกม #Covid_19  https://twitter.com/irinapatta/status/1244306692101132290 …","[]","['https://twitter.com/irinapatta/status/1244306692101132290']","[]",0,1,3,"['#กษลจพรตกม', '#covid_19']","[]","https://twitter.com/I_Pe_go_sleep/status/1244307930754584576","False","https://twitter.com/irinapatta/status/1244306692101132290",0,NA,NA,NA,NA,NA,NA,"[{'user_id': '1237671892065996801', 'username': 'I_Pe_go_sleep'}]",NA,NA,NA,NA
"32",1244307927554383872,1244307927554383872,1585501102000,"2020-03-29","23:58:22","SE Asia Standard Time",902545182893105152,"faiqaizz4ti","Faiqa","","Tengah bosan lepak2 tak tahu nak buat apa. Terjumpa beberapa batang pen dan sehelai kertas diatas meja lalu terhasil lah..

Eceyy ayat.

Please stay home guys. 😉
#StayAtHomeAndStaySafe #Covid_19 #KitaJagaKita #WeCanDoThis #doodle
#art
@twt_seni @twt_grafik pic.twitter.com/X6WYXCHJUl","['twt_seni', 'twt_grafik']","[]","['https://pbs.twimg.com/media/EUSrbP-UEAAHpen.jpg']",0,14,34,"['#stayathomeandstaysafe', '#covid_19', '#kitajagakita', '#wecandothis', '#doodle', '#art']","[]","https://twitter.com/faiqaizz4ti/status/1244307927554383874","False","",0,NA,NA,NA,NA,NA,NA,"[{'user_id': '902545182893105153', 'username': 'faiqaizz4ti'}, {'user_id': '1632476522', 'username': 'twt_seni'}, {'user_id': '812661047668527104', 'username': 'twt_grafik'}]",NA,NA,NA,NA
"33",1244307922844372992,1244307922844372992,1585501101000,"2020-03-29","23:58:21","SE Asia Standard Time",1068506039195070464,"bantenpena","Pena Banten","","Kapolri Serukan ; Mari Bersatu, Kita Melawan Covid -19  https://penabanten.com/kapolri-serukan-mari-bersatu-kita-melawan-covid-19/ … pic.twitter.com/5G8BB46G8u","[]","['https://penabanten.com/kapolri-serukan-mari-bersatu-kita-melawan-covid-19/']","['https://pbs.twimg.com/media/EUSrdhVXsAILCGx.jpg']",0,0,0,"[]","[]","https://twitter.com/BantenPena/status/1244307922844372992","False","",0,NA,NA,NA,NA,NA,NA,"[{'user_id': '1068506039195070470', 'username': 'BantenPena'}]",NA,NA,NA,NA
"34",1244307911884460032,1244307911884460032,1585501098000,"2020-03-29","23:58:18","SE Asia Standard Time",276896549,"eykirhmts","eqj",""," https://www.instagram.com/p/B-T3oxonQFh/?igshid=1gh1bpg33x8ln …

Kontribusi kecil untuk COVID-19.
Tugas kita sederhana. Kita hanya perlu lebih peduli. Sampai kita pulih kembali.

Mari berdampak baik untuk mereka yang nasibnya sedang di cekik.

Semoga berkenan 🙏🏻","[]","['https://www.instagram.com/p/B-T3oxonQFh/?igshid=1gh1bpg33x8ln']","[]",0,0,0,"[]","[]","https://twitter.com/eykirhmts/status/1244307911884460032","False","",0,NA,NA,NA,NA,NA,NA,"[{'user_id': '276896549', 'username': 'eykirhmts'}]",NA,NA,NA,NA
"35",1244307904313917440,1244307904313917440,1585501097000,"2020-03-29","23:58:17","SE Asia Standard Time",562573359,"viriyarici_","VIRIYA RICI","","Jangan panik tp tetap waspada,semoga pandemi virus Covid-19 ini segera teratasi,dan dunia kembali pulih....makanya ikuti anjuran WHO ya guys utk membatasi aktivitas di luar...kita #stayathome #dirumahaja bukan…  https://www.instagram.com/p/B-Uze9ZAZl1/?igshid=wfxo48h1dl3u …","[]","['https://www.instagram.com/p/B-Uze9ZAZl1/?igshid=wfxo48h1dl3u']","[]",0,0,2,"['#stayathome', '#dirumahaja']","[]","https://twitter.com/viriyarici_/status/1244307904313917441","False","",0,NA,NA,NA,NA,NA,NA,"[{'user_id': '562573359', 'username': 'viriyarici_'}]",NA,NA,NA,NA
"36",1244307891386904576,1244307891386904576,1585501094000,"2020-03-29","23:58:14","SE Asia Standard Time",68930552,"mediaindonesia","Media Indonesia","","Dan pada Minggu (29/3) status pasien tersebut dinyatakan positif covid-19.
   https://mediaindonesia.com/read/detail/299783-warga-positif-covid-19-dari-tulungagung-diduga-berada-di-blitar …","[]","['https://mediaindonesia.com/read/detail/299783-warga-positif-covid-19-dari-tulungagung-diduga-berada-di-blitar']","[]",1,1,5,"[]","[]","https://twitter.com/mediaindonesia/status/1244307891386904576","False","",0,NA,NA,NA,NA,NA,NA,"[{'user_id': '68930552', 'username': 'mediaindonesia'}]",NA,NA,NA,NA
"37",1244307890023759872,1244307890023759872,1585501093000,"2020-03-29","23:58:13","SE Asia Standard Time",1225906959485788160,"muhamma85491960","Muhammad Candra","","Hikmah di balik virus covid19 mengajarkan penguatan iman mulai dari hidup bersih, menegur perbuatan tercela agar lebih dekat dengan Sang Khalik. Semoga ummat manusia mendapatkan hidayah, bahwa kematian itu urusanNya.","[]","[]","[]",0,0,0,"[]","[]","https://twitter.com/Muhamma85491960/status/1244307890023759872","False","",0,NA,NA,NA,NA,NA,NA,"[{'user_id': '1225906959485788160', 'username': 'Muhamma85491960'}]",NA,NA,NA,NA
"38",1244307864102944768,1244138981953961984,1585501087000,"2020-03-29","23:58:07","SE Asia Standard Time",306227203,"andhoes","Sesandus Demaskus","","Justru kalau @aniesbaswedan MENGAKU LEBIH AWAL SUDAH MENDETEKSI keberadaan Covid-19, HARUSNYA secara logika DKI jadi wilayah yg paling minim wabah Corona, yg terjadi justru sebaliknya.
Anda ngaku sudah makan sampai kenyang tapi nyatanya masih lapar artinya anda.... bohong.","['cendanao', 'akbar_purnomoo', 'kumparan', 'aniesbaswedan']","[]","[]",5,0,0,"[]","[]","https://twitter.com/Andhoes/status/1244307864102944768","False","",0,NA,NA,NA,NA,NA,NA,"[{'user_id': '306227203', 'username': 'Andhoes'}, {'user_id': '54790993', 'username': 'cendanao'}, {'user_id': '938658161027715072', 'username': 'akbar_purnomoo'}, {'user_id': '759692754985242625', 'username': 'kumparan'}, {'user_id': '110312278', 'username': 'aniesbaswedan'}]",NA,NA,NA,NA
